DELITO,AÑO,BARRIO_MONTEVIDEO,DIA_SEMANA,HORA,total_delitos,ingreso,habitantes
RAPIÑA,2022,AGUADA,DOMINGO,0,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,1,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,12,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,13,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,15,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,16,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,18,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,2,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,20,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,21,5,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,22,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,23,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,3,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,4,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,5,5,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,6,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,7,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,8,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,DOMINGO,9,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,1,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,10,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,14,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,15,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,16,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,17,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,18,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,19,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,20,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,21,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,22,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,23,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,5,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,7,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,JUEVES,8,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,10,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,12,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,13,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,15,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,16,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,17,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,18,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,2,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,21,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,22,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,3,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,4,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,6,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,7,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,LUNES,9,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,0,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,10,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,12,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,13,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,15,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,17,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,18,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,19,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,20,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,21,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,22,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,5,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,7,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MARTES,9,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,0,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,1,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,12,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,13,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,19,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,2,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,21,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,22,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,23,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,3,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,5,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,6,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,8,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,MIERCOLES,9,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,1,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,13,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,15,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,17,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,18,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,19,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,2,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,20,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,22,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,23,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,3,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,4,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,5,5,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,6,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,7,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,SABADO,8,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,0,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,11,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,12,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,13,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,14,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,15,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,16,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,17,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,18,3,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,2,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,20,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,22,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,3,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,4,2,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,5,4,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,6,1,107971.3209734613,19484.0
RAPIÑA,2022,AGUADA,VIERNES,7,3,107971.3209734613,19484.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,0,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,10,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,13,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,17,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,18,3,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,19,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,22,3,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,23,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,DOMINGO,5,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,0,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,10,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,11,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,13,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,15,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,16,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,18,4,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,19,3,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,20,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,21,3,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,22,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,3,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,4,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,5,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,6,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,7,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,JUEVES,8,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,10,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,13,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,14,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,17,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,18,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,19,3,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,20,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,21,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,22,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,23,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,5,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,6,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,LUNES,9,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MARTES,1,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MARTES,16,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MARTES,18,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MARTES,20,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MARTES,21,3,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MARTES,22,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MARTES,23,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MARTES,5,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,11,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,13,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,15,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,17,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,18,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,19,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,20,3,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,21,4,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,22,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,23,4,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,6,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,8,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,MIERCOLES,9,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,0,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,10,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,11,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,13,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,14,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,17,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,18,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,2,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,20,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,22,3,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,23,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,6,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,SABADO,7,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,10,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,12,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,13,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,15,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,17,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,18,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,19,4,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,2,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,21,2,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,22,1,101036.0916775153,16519.0
RAPIÑA,2022,AIRES PUROS,VIERNES,23,1,101036.0916775153,16519.0
RAPIÑA,2022,ATAHUALPA,DOMINGO,0,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,DOMINGO,1,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,DOMINGO,15,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,DOMINGO,16,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,DOMINGO,20,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,0,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,1,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,11,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,13,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,14,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,16,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,2,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,21,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,23,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,JUEVES,8,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,LUNES,0,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,LUNES,13,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,LUNES,14,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,LUNES,16,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,LUNES,20,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,LUNES,6,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,LUNES,9,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,11,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,12,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,15,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,16,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,17,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,2,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,21,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,23,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MARTES,8,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MIERCOLES,11,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MIERCOLES,12,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MIERCOLES,17,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MIERCOLES,19,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MIERCOLES,20,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MIERCOLES,22,3,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MIERCOLES,5,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,MIERCOLES,6,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,SABADO,13,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,SABADO,17,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,SABADO,18,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,SABADO,19,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,SABADO,22,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,SABADO,23,3,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,SABADO,6,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,VIERNES,0,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,VIERNES,1,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,VIERNES,10,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,VIERNES,18,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,VIERNES,19,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,VIERNES,22,2,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,VIERNES,3,1,162306.7294021613,9037.0
RAPIÑA,2022,ATAHUALPA,VIERNES,6,1,162306.7294021613,9037.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,0,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,13,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,16,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,17,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,19,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,20,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,21,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,22,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,3,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,4,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,DOMINGO,5,4,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,JUEVES,0,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,JUEVES,1,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,JUEVES,11,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,JUEVES,19,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,JUEVES,2,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,JUEVES,21,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,JUEVES,22,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,0,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,1,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,10,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,12,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,13,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,14,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,16,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,19,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,LUNES,7,3,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MARTES,12,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MARTES,14,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MARTES,15,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MARTES,16,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MARTES,19,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MARTES,20,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MARTES,22,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MARTES,9,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MIERCOLES,11,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MIERCOLES,15,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MIERCOLES,17,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MIERCOLES,18,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MIERCOLES,2,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MIERCOLES,22,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,MIERCOLES,6,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,1,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,10,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,11,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,13,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,14,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,18,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,20,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,22,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,23,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,4,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,SABADO,5,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,VIERNES,12,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,VIERNES,14,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,VIERNES,15,2,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,VIERNES,20,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,VIERNES,21,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,VIERNES,23,1,107921.2175714757,13270.0
RAPIÑA,2022,BARRIO SUR,VIERNES,5,1,107921.2175714757,13270.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,0,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,1,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,11,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,17,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,18,3,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,2,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,20,3,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,21,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,22,2,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,DOMINGO,23,2,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,0,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,10,4,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,12,4,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,13,2,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,15,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,16,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,17,1,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,18,4,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,19,2,71095.05358649768,9140.0
RAPIÑA,2022,BAÑADOS DE CARRASCO,JUEVES,20,3,71095.05358649768,9140.0
