DELITO,AÑO,BARRIO_MONTEVIDEO,geo,ratio
ABIGEATO,2014,PASO DE LA ARENA,"POLYGON ((-56.35746791259482 -34.84747463692305, -56.34866439925248 -34.85189310264488, -56.35285251879488 -34.855705620153905, -56.35249980365055 -34.86436511136537, -56.353622529414274 -34.86722895470026, -56.35420422969821 -34.867579110405785, -56.35615069998789 -34.86579629441751, -56.35943377982286 -34.86697226256106, -56.36217152508149 -34.865482374187486, -56.36757393770532 -34.8657972783963, -56.36750532561701 -34.86301821023085, -56.377098760829284 -34.86074005097881, -56.37607504687999 -34.85816695069601, -56.38154059418673 -34.856132193639695, -56.3798250756126 -34.85284982651998, -56.388366901373544 -34.85013471557998, -56.38919710263989 -34.84622801443532, -56.39184458810995 -34.84460265594982, -56.39929414757691 -34.844095568881606, -56.40099804195818 -34.842086835448775, -56.40678547948182 -34.84240945854587, -56.41293663689033 -34.83969494927244, -56.416484042275755 -34.84020774596429, -56.42443049842285 -34.83775504207642, -56.42593117062531 -34.8354249582849, -56.42891459285422 -34.834871730361066, -56.42870924854371 -34.83089987104371, -56.43142469543747 -34.83017471368149, -56.43120285963013 -34.82824392598595, -56.426742933166274 -34.827273825544566, -56.42160831964796 -34.82260463314673, -56.417911851138584 -34.82237800965992, -56.41722431819499 -34.820065301291606, -56.413384865121216 -34.817468349679174, -56.409012975528306 -34.8168472087099, -56.40998786497708 -34.814894766626026, -56.40643818698208 -34.81506876927132, -56.406615659211894 -34.81147252335504, -56.40450433024925 -34.809859758243505, -56.40549127954244 -34.80798483096829, -56.39403076899988 -34.8043008577023, -56.38873823941947 -34.8007776610919, -56.38892378823095 -34.79804792640929, -56.36449125500684 -34.79893663819645, -56.362726491623796 -34.798475353858024, -56.36250386946967 -34.796047134720475, -56.35676280286219 -34.79451436305585, -56.356134593851024 -34.79329998789023, -56.35749022031 -34.79271115710287, -56.3549625337378 -34.790999670826885, -56.356340090995026 -34.78765870186068, -56.35417308193902 -34.78505549509119, -56.34745801031048 -34.787354542054615, -56.34518657879206 -34.78615467277622, -56.340042645829975 -34.78736104837998, -56.338244932343194 -34.783681644397426, -56.331738269756784 -34.78410446889025, -56.330498083923295 -34.78285627868845, -56.32934726318963 -34.78578901116648, -56.32597403016032 -34.784955954567785, -56.32449890988592 -34.78840147836027, -56.32099220800064 -34.789071610353865, -56.323016198132095 -34.79100067894785, -56.32170502909122 -34.79293769791239, -56.31862238551342 -34.79143312834507, -56.31955082452604 -34.79516766780269, -56.309954862597365 -34.79588528438057, -56.31083841796287 -34.79770678470346, -56.27138446077406 -34.81866038208807, -56.26910632752085 -34.82582796592405, -56.2640392891091 -34.8253835441943, -56.26236439198845 -34.823745779557136, -56.25951303480391 -34.827431330290025, -56.25535091495884 -34.82401151660454, -56.24859801171735 -34.82868910354553, -56.25302799985717 -34.83231703372403, -56.253789708312915 -34.835982032806825, -56.26382733165412 -34.83834004749276, -56.272395018372535 -34.836225235532076, -56.29077888972327 -34.851974254298035, -56.30080855862914 -34.85795361641435, -56.355623174791674 -34.829837771356104, -56.36556303416954 -34.84335245788978, -56.35746791259482 -34.84747463692305))",3.94
ABIGEATO,2014,SAYAGO,"POLYGON ((-56.22059386656108 -34.82715955040425, -56.22355141180784 -34.82547130278698, -56.22114115544361 -34.822999948246185, -56.223589451425845 -34.82154560487073, -56.22125571118961 -34.818974859071304, -56.21934724402999 -34.82011640947162, -56.21895752458403 -34.82428191629303, -56.214735528564546 -34.82676038760102, -56.21795252765332 -34.82876517818952, -56.21405109099559 -34.831009520844844, -56.21013741880828 -34.82936832831537, -56.20086964637679 -34.83496500379413, -56.201247190083905 -34.84267178851672, -56.20587825730973 -34.83991130986829, -56.21119173427246 -34.84470885408464, -56.22170727937556 -34.83844649861346, -56.22059386656108 -34.82715955040425))",6.48
ABIGEATO,2014,"VILLA GARCIA, MANGA RURAL","POLYGON ((-56.127405376836805 -34.80409011596156, -56.12010626583178 -34.79892830054786, -56.1178073388009 -34.79394408363227, -56.08802258481017 -34.77918454357539, -56.08266568208828 -34.77839185413881, -56.08288158781185 -34.77674660503427, -56.07661002898968 -34.774321692652364, -56.07562916814384 -34.771954073586166, -56.07053304532349 -34.77263206215784, -56.06930241909213 -34.7684945409999, -56.066366011311835 -34.76601048130513, -56.063016044324044 -34.76901394359248, -56.05929938004506 -34.769465941397065, -56.05471694902132 -34.760046338453684, -56.04990863081007 -34.76151812797445, -56.046493033866774 -34.76035329011925, -56.044786079588114 -34.76275961417544, -56.038721316877954 -34.763899074927444, -56.03454773287849 -34.76966661827837, -56.033290408506666 -34.77419710530639, -56.02934364184848 -34.777156241114646, -56.02945745770185 -34.781398104030856, -56.03300515068064 -34.7821261389959, -56.03270090095595 -34.78442587039729, -56.03688348305333 -34.78410926864347, -56.039498056093564 -34.790949374045994, -56.043041194248445 -34.7922464512439, -56.040860763189094 -34.79600701806811, -56.038184531012675 -34.79630451401717, -56.04189530063606 -34.79894946972687, -56.03991772219749 -34.801390581291976, -56.041654184788804 -34.80300302856439, -56.04046837297322 -34.80565797457054, -56.04646334763734 -34.807171826413644, -56.067098894385815 -34.795124712032035, -56.06963650237318 -34.792033316309215, -56.080219482803344 -34.79774681341449, -56.0756926405885 -34.80357730482503, -56.12155139862782 -34.8252852607587, -56.11962613406839 -34.828048027562154, -56.12350205045815 -34.830474086183784, -56.130522454273354 -34.81520049529857, -56.136497705983665 -34.81650798017203, -56.127405376836805 -34.80409011596156))",3.23
ABIGEATO,2015,"COLON SURESTE, ABAYUBA","POLYGON ((-56.2201331811013 -34.80966115606656, -56.22249656779779 -34.78670547025469, -56.224004079216336 -34.78650338569331, -56.22772550168793 -34.76769641824607, -56.22114661866336 -34.765195278730864, -56.220948630515714 -34.762187783719384, -56.21808439980442 -34.75973761024436, -56.21947177806918 -34.75681575197179, -56.21215648745296 -34.746716101363134, -56.21200670720573 -34.743197777469526, -56.2082924452091 -34.74104086751965, -56.20319149775311 -34.730418148378746, -56.19327484442647 -34.72496446242197, -56.19165014901787 -34.72134415346907, -56.184428112268854 -34.72217900764541, -56.17489112885316 -34.719575663046, -56.1717742104099 -34.72945033370562, -56.16903773948756 -34.730949374337996, -56.16744989478249 -34.73506684352704, -56.16718565940557 -34.732131840009636, -56.1658397621672 -34.735526018735285, -56.167972586718584 -34.73645572183971, -56.16876165199307 -34.741484021729335, -56.1716789698619 -34.74533834283474, -56.171776431792175 -34.74971892201159, -56.17540160305245 -34.75149353055597, -56.176654354962 -34.755344036360384, -56.17932582103876 -34.756318658998225, -56.178315160648665 -34.76222173002977, -56.186305990474125 -34.76426379650903, -56.19039407505397 -34.76332928789233, -56.19393580453118 -34.767379043121466, -56.18821715131702 -34.77258289354703, -56.190846251586315 -34.77653006253647, -56.19152803111413 -34.789276502868724, -56.18475356088812 -34.796294995818556, -56.18664398838204 -34.80085078535583, -56.18438117071197 -34.80475873411839, -56.190222680619804 -34.802231137238635, -56.19462903079571 -34.80236948191984, -56.19971708650292 -34.80627444914475, -56.20090782726508 -34.807587006063976, -56.192423522942185 -34.81149888351933, -56.19624683680634 -34.81655282329878, -56.20921627547781 -34.80915024559994, -56.21299635496155 -34.81707115728357, -56.21984746485546 -34.81283418960224, -56.2201331811013 -34.80966115606656))",7.09
ABIGEATO,2015,CONCILIACION,"POLYGON ((-56.25723483928597 -34.817463697784476, -56.24960705937217 -34.81642230265262, -56.2445723495101 -34.818571837889635, -56.241882112085804 -34.81681803340778, -56.2408518343355 -34.812807999941676, -56.233545999605916 -34.816804399709845, -56.230420793973565 -34.81344945461909, -56.22125571118961 -34.818974859071304, -56.223589451425845 -34.82154560487073, -56.22114115544361 -34.822999948246185, -56.22355141180784 -34.82547130278698, -56.220085873736956 -34.827496390754916, -56.22170727937556 -34.83844649861346, -56.245031471343694 -34.82466509819168, -56.2460093988214 -34.825810952705396, -56.244402584973535 -34.826473615096624, -56.2465806402373 -34.82641057283051, -56.24859801171735 -34.82868910354553, -56.25535091495884 -34.82401151660454, -56.25951303480391 -34.827431330290025, -56.26236439198845 -34.823745779557136, -56.259227587591475 -34.82326373095234, -56.25723483928597 -34.817463697784476))",4.69
ABIGEATO,2015,"LEZICA, MELILLA","POLYGON ((-56.23743337180139 -34.791961669230886, -56.23924488842263 -34.79960582443809, -56.24229466818488 -34.801308161236285, -56.23947090225246 -34.80676178898048, -56.23752439678405 -34.80714790737786, -56.23961006033056 -34.8087984975278, -56.241882112085804 -34.81681803340778, -56.24483898702189 -34.81860656913477, -56.24926699732681 -34.81645461264906, -56.25700064576725 -34.81719040544955, -56.259227587591475 -34.82326373095234, -56.26899219011358 -34.82583913248621, -56.27138446077406 -34.81866038208807, -56.31083841796287 -34.79770678470346, -56.309954862597365 -34.79588528438057, -56.31959267283481 -34.79514046714026, -56.31862238551342 -34.79143312834507, -56.32170502909122 -34.79293769791239, -56.323016198132095 -34.79100067894785, -56.32082670904043 -34.789305524308645, -56.32449890988592 -34.78840147836027, -56.32568778927875 -34.78507174096533, -56.329173640454975 -34.78588792841108, -56.330436705387534 -34.78286066080334, -56.331738269756784 -34.78410446889025, -56.338244932343194 -34.783681644397426, -56.340042645829975 -34.78736104837998, -56.349403419921906 -34.78512319423172, -56.346724553604425 -34.784629895481814, -56.347067668969665 -34.78291542896676, -56.34210792465738 -34.77756357676032, -56.34690096034857 -34.75884985320667, -56.34261684951669 -34.7540416492915, -56.3417255502994 -34.74989573068956, -56.35359201675578 -34.727658777193994, -56.35260238484398 -34.72561851066688, -56.347174449334 -34.72170176672686, -56.34227707360154 -34.71346524623388, -56.335784737226476 -34.71566916476951, -56.329832829469765 -34.71058356579481, -56.324292119904804 -34.702079734766315, -56.31553341258282 -34.701817599838286, -56.31237314976163 -34.70481579178049, -56.3089967509569 -34.70324247682414, -56.308212042849135 -34.706147907551866, -56.30422254177273 -34.70679540999843, -56.297573087215156 -34.71225608688964, -56.29505282541977 -34.71796883617873, -56.29192471831555 -34.71919973466577, -56.28979322797897 -34.71821246802261, -56.28614981019736 -34.72358336231362, -56.28323165235901 -34.72396226350207, -56.279922058340965 -34.72692824710729, -56.2779583563396 -34.73846257897071, -56.27224578322213 -34.73970807654033, -56.27443710481369 -34.74444310281349, -56.27117650046473 -34.75010520228814, -56.26272255614834 -34.754395676135026, -56.25576759523159 -34.75403013200389, -56.24981779166166 -34.75902333447828, -56.243937853160574 -34.76020552829605, -56.23536282637803 -34.76501614190995, -56.232244892165305 -34.76974611356899, -56.22817585546661 -34.76911590983579, -56.22772550168793 -34.76769641824607, -56.22562430113373 -34.776791522258804, -56.2353272243405 -34.77971732724772, -56.230220374009086 -34.78110550347002, -56.235502648699935 -34.784577666225054, -56.23743337180139 -34.791961669230886))",5.94
ABIGEATO,2015,"MANGA, TOLEDO CHICO","POLYGON ((-56.09484744519674 -34.763956577431436, -56.09728479169132 -34.76794187275203, -56.09998300068023 -34.76926460384522, -56.09834766264797 -34.7705618435115, -56.09855012057545 -34.77531889886602, -56.09578078357971 -34.77680125585739, -56.09457549262903 -34.775794598356796, -56.091838848370706 -34.77961324607852, -56.08823765878203 -34.7799746098398, -56.1178073388009 -34.79394408363227, -56.12010626583178 -34.79892830054786, -56.12508564715951 -34.80150395554575, -56.12743222401592 -34.79865009707121, -56.14393157315256 -34.800882174877536, -56.14278297078892 -34.80605452905969, -56.16449743782868 -34.80887487024851, -56.18347077744886 -34.82751472996801, -56.185459195843784 -34.82619542957104, -56.18525951557189 -34.82328696293367, -56.18756825538873 -34.82208512978419, -56.18784782751395 -34.819038245094426, -56.18567505810698 -34.81569191930857, -56.1858158209103 -34.812867402632996, -56.18349070230796 -34.81124133069273, -56.18565842244421 -34.808611441058005, -56.18273206522606 -34.80567067776441, -56.18664398838204 -34.80085078535583, -56.18475356088812 -34.796294995818556, -56.19152803111413 -34.789276502868724, -56.190846251586315 -34.77653006253647, -56.18824759701865 -34.77431643424499, -56.188326055710974 -34.77217244853669, -56.19393580453118 -34.767379043121466, -56.19039407505397 -34.76332928789233, -56.186305990474125 -34.76426379650903, -56.1782571498977 -34.76214076827569, -56.17932582103876 -34.756318658998225, -56.176654354962 -34.755344036360384, -56.17540160305245 -34.75149353055597, -56.171776431792175 -34.74971892201159, -56.1716789698619 -34.74533834283474, -56.16876165199307 -34.741484021729335, -56.167972586718584 -34.73645572183971, -56.16582004890251 -34.735467217616865, -56.166845318007375 -34.73067707349167, -56.161262021631835 -34.719400328410764, -56.15571819426864 -34.72180660168321, -56.149500329202915 -34.72001107040387, -56.14171106705795 -34.714056028882375, -56.13867871480517 -34.71426738666769, -56.13717878876577 -34.71620030140888, -56.12580312107479 -34.71770195643607, -56.122782805637215 -34.727432775264305, -56.1271737348516 -34.73614615386114, -56.12547821397353 -34.738040745194716, -56.122408055734894 -34.738203721919106, -56.12058412405704 -34.74072628096791, -56.119649939918034 -34.74903326268366, -56.115949325730526 -34.748319823324785, -56.107402686644654 -34.75151130880204, -56.104840186151094 -34.74969992889382, -56.10227912429613 -34.75068733649297, -56.0995496815848 -34.75298042603557, -56.09940175388026 -34.755989564076486, -56.095800675684956 -34.75626875269349, -56.09308437572035 -34.75984902878604, -56.09584622913908 -34.76233316680479, -56.09484744519674 -34.763956577431436))",4.07
ABIGEATO,2015,PASO DE LA ARENA,"POLYGON ((-56.35746791259482 -34.84747463692305, -56.34866439925248 -34.85189310264488, -56.35285251879488 -34.855705620153905, -56.35249980365055 -34.86436511136537, -56.353622529414274 -34.86722895470026, -56.35420422969821 -34.867579110405785, -56.35615069998789 -34.86579629441751, -56.35943377982286 -34.86697226256106, -56.36217152508149 -34.865482374187486, -56.36757393770532 -34.8657972783963, -56.36750532561701 -34.86301821023085, -56.377098760829284 -34.86074005097881, -56.37607504687999 -34.85816695069601, -56.38154059418673 -34.856132193639695, -56.3798250756126 -34.85284982651998, -56.388366901373544 -34.85013471557998, -56.38919710263989 -34.84622801443532, -56.39184458810995 -34.84460265594982, -56.39929414757691 -34.844095568881606, -56.40099804195818 -34.842086835448775, -56.40678547948182 -34.84240945854587, -56.41293663689033 -34.83969494927244, -56.416484042275755 -34.84020774596429, -56.42443049842285 -34.83775504207642, -56.42593117062531 -34.8354249582849, -56.42891459285422 -34.834871730361066, -56.42870924854371 -34.83089987104371, -56.43142469543747 -34.83017471368149, -56.43120285963013 -34.82824392598595, -56.426742933166274 -34.827273825544566, -56.42160831964796 -34.82260463314673, -56.417911851138584 -34.82237800965992, -56.41722431819499 -34.820065301291606, -56.413384865121216 -34.817468349679174, -56.409012975528306 -34.8168472087099, -56.40998786497708 -34.814894766626026, -56.40643818698208 -34.81506876927132, -56.406615659211894 -34.81147252335504, -56.40450433024925 -34.809859758243505, -56.40549127954244 -34.80798483096829, -56.39403076899988 -34.8043008577023, -56.38873823941947 -34.8007776610919, -56.38892378823095 -34.79804792640929, -56.36449125500684 -34.79893663819645, -56.362726491623796 -34.798475353858024, -56.36250386946967 -34.796047134720475, -56.35676280286219 -34.79451436305585, -56.356134593851024 -34.79329998789023, -56.35749022031 -34.79271115710287, -56.3549625337378 -34.790999670826885, -56.356340090995026 -34.78765870186068, -56.35417308193902 -34.78505549509119, -56.34745801031048 -34.787354542054615, -56.34518657879206 -34.78615467277622, -56.340042645829975 -34.78736104837998, -56.338244932343194 -34.783681644397426, -56.331738269756784 -34.78410446889025, -56.330498083923295 -34.78285627868845, -56.32934726318963 -34.78578901116648, -56.32597403016032 -34.784955954567785, -56.32449890988592 -34.78840147836027, -56.32099220800064 -34.789071610353865, -56.323016198132095 -34.79100067894785, -56.32170502909122 -34.79293769791239, -56.31862238551342 -34.79143312834507, -56.31955082452604 -34.79516766780269, -56.309954862597365 -34.79588528438057, -56.31083841796287 -34.79770678470346, -56.27138446077406 -34.81866038208807, -56.26910632752085 -34.82582796592405, -56.2640392891091 -34.8253835441943, -56.26236439198845 -34.823745779557136, -56.25951303480391 -34.827431330290025, -56.25535091495884 -34.82401151660454, -56.24859801171735 -34.82868910354553, -56.25302799985717 -34.83231703372403, -56.253789708312915 -34.835982032806825, -56.26382733165412 -34.83834004749276, -56.272395018372535 -34.836225235532076, -56.29077888972327 -34.851974254298035, -56.30080855862914 -34.85795361641435, -56.355623174791674 -34.829837771356104, -56.36556303416954 -34.84335245788978, -56.35746791259482 -34.84747463692305))",19.68
ABIGEATO,2015,"PEÑAROL, LAVALLEJA","POLYGON ((-56.19443847852886 -34.84674216238893, -56.19866350897936 -34.84404738294706, -56.196199373797 -34.84169197262865, -56.20103381309415 -34.83879018340089, -56.20086964637679 -34.83496500379413, -56.21013741880828 -34.82936832831537, -56.21405109099559 -34.831009520844844, -56.21795252765332 -34.82876517818952, -56.214735528564546 -34.82676038760102, -56.21895752458403 -34.82428191629303, -56.22078895713927 -34.81224738287295, -56.21299635496155 -34.81707115728357, -56.20921627547781 -34.80915024559994, -56.19624683680634 -34.81655282329878, -56.192423522942185 -34.81149888351933, -56.20090782726508 -34.807587006063976, -56.19462903079571 -34.80236948191984, -56.190222680619804 -34.802231137238635, -56.18273206522606 -34.80567067776441, -56.18565842244421 -34.808611441058005, -56.18349070230796 -34.81124133069273, -56.18588043131487 -34.81301385816386, -56.1878688007262 -34.82119707178995, -56.18525951557189 -34.82328696293367, -56.185459195843784 -34.82619542957104, -56.18230105544328 -34.82827495870413, -56.18353921816215 -34.83341658037001, -56.181410459890365 -34.83782717836165, -56.18324963173169 -34.83860178117749, -56.18279754316137 -34.83983343970867, -56.18791393268182 -34.84681542537078, -56.19443847852886 -34.84674216238893))",2.76
ABIGEATO,2016,"CASABO, PAJAS BLANCAS","POLYGON ((-56.355623174791674 -34.829837771356104, -56.30080855862914 -34.85795361641435, -56.289760697054035 -34.851577307287926, -56.28575869036021 -34.87486505307518, -56.267082878766175 -34.87231736333301, -56.264187256703714 -34.88686891250724, -56.26609742061935 -34.8899554291409, -56.26368584488711 -34.88926366014832, -56.25982497007698 -34.89484571786004, -56.255457854357516 -34.8940920177095, -56.256098959258416 -34.8924157011783, -56.25497163264686 -34.89200486149008, -56.25330199828006 -34.895435407566936, -56.25514707650079 -34.89918190223013, -56.258540421286355 -34.899920528538686, -56.2555659233775 -34.90477224403235, -56.25888941484265 -34.90500830141536, -56.256236212284314 -34.90601883526288, -56.26042322348249 -34.90602359194184, -56.26017903654943 -34.903698289419076, -56.26830383343663 -34.90176373824523, -56.27070114145415 -34.89824401897132, -56.275914246162976 -34.901990497783444, -56.27911763773092 -34.89928093207824, -56.27720449548678 -34.897116524667815, -56.28137330203654 -34.894607657341616, -56.28595039733039 -34.89672641224882, -56.284033406746026 -34.89975767715107, -56.28462350569136 -34.90013817279461, -56.28921241153261 -34.899654010708566, -56.28953375734157 -34.89818023219383, -56.28756756387535 -34.89714756812808, -56.2890802367 -34.89517463057757, -56.29329635622015 -34.89588412509535, -56.29692691012585 -34.89312689729142, -56.302497829829534 -34.89403415407132, -56.30738612418137 -34.89820705947878, -56.30958748386725 -34.897324133418266, -56.31146514783827 -34.900967708216015, -56.30857150279286 -34.9029693917896, -56.310771849190196 -34.9033512215462, -56.31088341096541 -34.90545934222021, -56.31575635910396 -34.90488592714632, -56.315694190162596 -34.90262647094807, -56.31387686413908 -34.90183253297829, -56.316650772920795 -34.898191439796534, -56.3215961993475 -34.89436182139106, -56.32478853905213 -34.893934616904104, -56.32555785580847 -34.891819012499404, -56.33242377006952 -34.890971206931056, -56.33141498314561 -34.888409843053466, -56.33411190735178 -34.88582557277911, -56.33232158262146 -34.881736577919526, -56.33527424999826 -34.87874841019641, -56.33422699410038 -34.87814032379836, -56.33596163463683 -34.87428333390105, -56.33875197749409 -34.87406089871602, -56.34122085361733 -34.87020284698949, -56.34819418327524 -34.870102055842246, -56.35138115284126 -34.86651210978488, -56.35200683278029 -34.86895537217878, -56.35366699258866 -34.86904267762467, -56.35196771904019 -34.8706668673595, -56.354074135889554 -34.86889224417008, -56.35559877511574 -34.87005313553441, -56.35628987832482 -34.869396727933115, -56.35249980365055 -34.86436511136537, -56.35285251879488 -34.855705620153905, -56.34866439925248 -34.85189310264488, -56.36556303416954 -34.84335245788978, -56.355623174791674 -34.829837771356104))",3.06
ABIGEATO,2016,"MANGA, TOLEDO CHICO","POLYGON ((-56.09484744519674 -34.763956577431436, -56.09728479169132 -34.76794187275203, -56.09998300068023 -34.76926460384522, -56.09834766264797 -34.7705618435115, -56.09855012057545 -34.77531889886602, -56.09578078357971 -34.77680125585739, -56.09457549262903 -34.775794598356796, -56.091838848370706 -34.77961324607852, -56.08823765878203 -34.7799746098398, -56.1178073388009 -34.79394408363227, -56.12010626583178 -34.79892830054786, -56.12508564715951 -34.80150395554575, -56.12743222401592 -34.79865009707121, -56.14393157315256 -34.800882174877536, -56.14278297078892 -34.80605452905969, -56.16449743782868 -34.80887487024851, -56.18347077744886 -34.82751472996801, -56.185459195843784 -34.82619542957104, -56.18525951557189 -34.82328696293367, -56.18756825538873 -34.82208512978419, -56.18784782751395 -34.819038245094426, -56.18567505810698 -34.81569191930857, -56.1858158209103 -34.812867402632996, -56.18349070230796 -34.81124133069273, -56.18565842244421 -34.808611441058005, -56.18273206522606 -34.80567067776441, -56.18664398838204 -34.80085078535583, -56.18475356088812 -34.796294995818556, -56.19152803111413 -34.789276502868724, -56.190846251586315 -34.77653006253647, -56.18824759701865 -34.77431643424499, -56.188326055710974 -34.77217244853669, -56.19393580453118 -34.767379043121466, -56.19039407505397 -34.76332928789233, -56.186305990474125 -34.76426379650903, -56.1782571498977 -34.76214076827569, -56.17932582103876 -34.756318658998225, -56.176654354962 -34.755344036360384, -56.17540160305245 -34.75149353055597, -56.171776431792175 -34.74971892201159, -56.1716789698619 -34.74533834283474, -56.16876165199307 -34.741484021729335, -56.167972586718584 -34.73645572183971, -56.16582004890251 -34.735467217616865, -56.166845318007375 -34.73067707349167, -56.161262021631835 -34.719400328410764, -56.15571819426864 -34.72180660168321, -56.149500329202915 -34.72001107040387, -56.14171106705795 -34.714056028882375, -56.13867871480517 -34.71426738666769, -56.13717878876577 -34.71620030140888, -56.12580312107479 -34.71770195643607, -56.122782805637215 -34.727432775264305, -56.1271737348516 -34.73614615386114, -56.12547821397353 -34.738040745194716, -56.122408055734894 -34.738203721919106, -56.12058412405704 -34.74072628096791, -56.119649939918034 -34.74903326268366, -56.115949325730526 -34.748319823324785, -56.107402686644654 -34.75151130880204, -56.104840186151094 -34.74969992889382, -56.10227912429613 -34.75068733649297, -56.0995496815848 -34.75298042603557, -56.09940175388026 -34.755989564076486, -56.095800675684956 -34.75626875269349, -56.09308437572035 -34.75984902878604, -56.09584622913908 -34.76233316680479, -56.09484744519674 -34.763956577431436))",16.27
ABIGEATO,2016,PASO DE LA ARENA,"POLYGON ((-56.35746791259482 -34.84747463692305, -56.34866439925248 -34.85189310264488, -56.35285251879488 -34.855705620153905, -56.35249980365055 -34.86436511136537, -56.353622529414274 -34.86722895470026, -56.35420422969821 -34.867579110405785, -56.35615069998789 -34.86579629441751, -56.35943377982286 -34.86697226256106, -56.36217152508149 -34.865482374187486, -56.36757393770532 -34.8657972783963, -56.36750532561701 -34.86301821023085, -56.377098760829284 -34.86074005097881, -56.37607504687999 -34.85816695069601, -56.38154059418673 -34.856132193639695, -56.3798250756126 -34.85284982651998, -56.388366901373544 -34.85013471557998, -56.38919710263989 -34.84622801443532, -56.39184458810995 -34.84460265594982, -56.39929414757691 -34.844095568881606, -56.40099804195818 -34.842086835448775, -56.40678547948182 -34.84240945854587, -56.41293663689033 -34.83969494927244, -56.416484042275755 -34.84020774596429, -56.42443049842285 -34.83775504207642, -56.42593117062531 -34.8354249582849, -56.42891459285422 -34.834871730361066, -56.42870924854371 -34.83089987104371, -56.43142469543747 -34.83017471368149, -56.43120285963013 -34.82824392598595, -56.426742933166274 -34.827273825544566, -56.42160831964796 -34.82260463314673, -56.417911851138584 -34.82237800965992, -56.41722431819499 -34.820065301291606, -56.413384865121216 -34.817468349679174, -56.409012975528306 -34.8168472087099, -56.40998786497708 -34.814894766626026, -56.40643818698208 -34.81506876927132, -56.406615659211894 -34.81147252335504, -56.40450433024925 -34.809859758243505, -56.40549127954244 -34.80798483096829, -56.39403076899988 -34.8043008577023, -56.38873823941947 -34.8007776610919, -56.38892378823095 -34.79804792640929, -56.36449125500684 -34.79893663819645, -56.362726491623796 -34.798475353858024, -56.36250386946967 -34.796047134720475, -56.35676280286219 -34.79451436305585, -56.356134593851024 -34.79329998789023, -56.35749022031 -34.79271115710287, -56.3549625337378 -34.790999670826885, -56.356340090995026 -34.78765870186068, -56.35417308193902 -34.78505549509119, -56.34745801031048 -34.787354542054615, -56.34518657879206 -34.78615467277622, -56.340042645829975 -34.78736104837998, -56.338244932343194 -34.783681644397426, -56.331738269756784 -34.78410446889025, -56.330498083923295 -34.78285627868845, -56.32934726318963 -34.78578901116648, -56.32597403016032 -34.784955954567785, -56.32449890988592 -34.78840147836027, -56.32099220800064 -34.789071610353865, -56.323016198132095 -34.79100067894785, -56.32170502909122 -34.79293769791239, -56.31862238551342 -34.79143312834507, -56.31955082452604 -34.79516766780269, -56.309954862597365 -34.79588528438057, -56.31083841796287 -34.79770678470346, -56.27138446077406 -34.81866038208807, -56.26910632752085 -34.82582796592405, -56.2640392891091 -34.8253835441943, -56.26236439198845 -34.823745779557136, -56.25951303480391 -34.827431330290025, -56.25535091495884 -34.82401151660454, -56.24859801171735 -34.82868910354553, -56.25302799985717 -34.83231703372403, -56.253789708312915 -34.835982032806825, -56.26382733165412 -34.83834004749276, -56.272395018372535 -34.836225235532076, -56.29077888972327 -34.851974254298035, -56.30080855862914 -34.85795361641435, -56.355623174791674 -34.829837771356104, -56.36556303416954 -34.84335245788978, -56.35746791259482 -34.84747463692305))",7.87
