DELITO,AÑO,BARRIO_MONTEVIDEO,geo,ratio
HURTO,2021,"PQUE. BATLLE, V. DOLORES","POLYGON ((-56.142588093619096 -34.89765017561283, -56.13989447515429 -34.90164523244715, -56.16036076444032 -34.90302263466085, -56.164270815953955 -34.902205671665435, -56.164851375363305 -34.89510334714819, -56.141640292116456 -34.88664788148086, -56.13822813174183 -34.88646554449555, -56.132518314179585 -34.890970373856604, -56.13718206892713 -34.89311580795668, -56.136567863309146 -34.89403883501443, -56.1433359611981 -34.89555226750382, -56.142588093619096 -34.89765017561283))",5664.93
HURTO,2021,"PRADO, NUEVA SAVONA","POLYGON ((-56.20285840203704 -34.856840796607806, -56.20008898118781 -34.85363261458554, -56.19699400797496 -34.8543641602399, -56.190254475147015 -34.87136425515831, -56.207474955767985 -34.87169861756332, -56.212189675603014 -34.86550994173809, -56.21111310920829 -34.86782018997076, -56.221853672907095 -34.85781853508278, -56.22023601864139 -34.85851310495692, -56.21674745283205 -34.8526287352368, -56.21360978465626 -34.85045692851379, -56.20285840203704 -34.856840796607806))",5790.27
HURTO,2021,"PTA. RIELES, BELLA ITALIA","POLYGON ((-56.110339191267016 -34.83451090473983, -56.11177448295304 -34.83405539818319, -56.119168268749334 -34.83848835267949, -56.12329584411226 -34.8336564940997, -56.12350205045815 -34.830474086183784, -56.11962613406839 -34.828048027562154, -56.12155139862782 -34.8252852607587, -56.08877949907562 -34.809670791712165, -56.087427691053776 -34.809615739422675, -56.08794784090897 -34.81227899917827, -56.0803057730323 -34.817044423496235, -56.081187587806745 -34.81904382130351, -56.07956206948535 -34.82061090282092, -56.09713078925032 -34.828097502557064, -56.09944239307001 -34.827441184664764, -56.1046834111558 -34.83036052004849, -56.10291315890649 -34.83260461161693, -56.10674474828853 -34.83552080890786, -56.110339191267016 -34.83451090473983))",3091.99
HURTO,2021,PUNTA CARRETAS,"POLYGON ((-56.16578524548826 -34.91730049683851, -56.16573635464701 -34.919868787075444, -56.162111263172285 -34.921622641140885, -56.16288550065344 -34.91475299716523, -56.156263562785924 -34.91428044296524, -56.1560136375157 -34.91659969669931, -56.1451689379599 -34.919011170358004, -56.151458874930704 -34.92325478268506, -56.14933465953801 -34.92488040250398, -56.15769779889566 -34.9277853994298, -56.15631204011921 -34.92841537188981, -56.15802829422636 -34.9289045814891, -56.16039782276461 -34.93810651458852, -56.16048910556242 -34.93593138742588, -56.16163490932053 -34.93613852698249, -56.16117145267201 -34.93486271397819, -56.16255138329085 -34.93486410231584, -56.16191198938185 -34.93389608432137, -56.16361248881091 -34.93345394340082, -56.16395532623712 -34.9323437277242, -56.16096254333699 -34.93284888226576, -56.16053579650867 -34.93111171129176, -56.16641339965676 -34.92674064635303, -56.17295631635177 -34.92499348615199, -56.17118666559838 -34.92167036391287, -56.17303443891195 -34.91991253187988, -56.17010376322109 -34.91819013018028, -56.16921758482961 -34.91160626675001, -56.16595366492406 -34.91143294430544, -56.16578524548826 -34.91730049683851))",4202.44
HURTO,2021,PUNTA GORDA,"POLYGON ((-56.07864149416299 -34.888343871241126, -56.075033093965224 -34.890015228285066, -56.05944401408925 -34.8954233855335, -56.06406540812531 -34.899779400268706, -56.071562252729926 -34.90032283663052, -56.07301926830857 -34.898423233339436, -56.07632233123031 -34.897888136467806, -56.08235869332569 -34.90045449387765, -56.08527888311909 -34.89590002692572, -56.09085190137814 -34.89564371865831, -56.09257187897707 -34.8935755600626, -56.09101059349718 -34.892706118562955, -56.09285377769278 -34.89091137774222, -56.09154715190718 -34.890252325502644, -56.09692454499544 -34.883368032052076, -56.09103344255685 -34.8757722756266, -56.085975970926924 -34.87887243841365, -56.082318497712585 -34.885451982192194, -56.07864149416299 -34.888343871241126))",3486.74
HURTO,2021,REDUCTO,"POLYGON ((-56.18132730742316 -34.87561826569287, -56.17957463852696 -34.87639830172739, -56.18316232378807 -34.88334257608832, -56.18751874845048 -34.88172138843785, -56.1932365326318 -34.88490209632641, -56.193936145088415 -34.871614862801216, -56.190254475147015 -34.87136425515831, -56.18917594534443 -34.87327513685894, -56.18202317129798 -34.872763439219106, -56.183110612119044 -34.87481558422947, -56.18132730742316 -34.87561826569287))",3195.95
HURTO,2021,SAYAGO,"POLYGON ((-56.22059386656108 -34.82715955040425, -56.22355141180784 -34.82547130278698, -56.22114115544361 -34.822999948246185, -56.223589451425845 -34.82154560487073, -56.22125571118961 -34.818974859071304, -56.21934724402999 -34.82011640947162, -56.21895752458403 -34.82428191629303, -56.214735528564546 -34.82676038760102, -56.21795252765332 -34.82876517818952, -56.21405109099559 -34.831009520844844, -56.21013741880828 -34.82936832831537, -56.20086964637679 -34.83496500379413, -56.201247190083905 -34.84267178851672, -56.20587825730973 -34.83991130986829, -56.21119173427246 -34.84470885408464, -56.22170727937556 -34.83844649861346, -56.22059386656108 -34.82715955040425))",4628.55
HURTO,2021,TRES CRUCES,"POLYGON ((-56.16025257340038 -34.88949174484455, -56.15882578781359 -34.89197010208684, -56.164851375363305 -34.89510334714819, -56.164270815953955 -34.902205671665435, -56.1691178740392 -34.902183500231075, -56.17158107770972 -34.89327855689047, -56.16893686641943 -34.89309287615266, -56.16378026818096 -34.886275475765245, -56.16025257340038 -34.88949174484455))",9018.06
HURTO,2021,"TRES OMBUES, VICTORIA","POLYGON ((-56.24113933251264 -34.87021247735485, -56.24406950171036 -34.8729080694231, -56.24845108987578 -34.87106014245201, -56.24447753394461 -34.86790967934424, -56.24316721484619 -34.86329435910542, -56.24783467197329 -34.861865428836154, -56.24643871204103 -34.858879348838265, -56.24954689501053 -34.857027700562504, -56.24823209693552 -34.856145370522306, -56.24899284927496 -34.85443919727177, -56.252729983277284 -34.854829888761365, -56.24982842020028 -34.85154050400809, -56.249710012467716 -34.84634438423611, -56.233912538639466 -34.85644196848546, -56.23416698319637 -34.85489076348936, -56.22703654699311 -34.85871941422755, -56.24113933251264 -34.87021247735485))",2991.67
HURTO,2021,UNION,"POLYGON ((-56.14409873269433 -34.872632913570335, -56.13897668779135 -34.869567170821654, -56.13701619946601 -34.86452614411572, -56.125623291102904 -34.87333503400515, -56.12676920207852 -34.87339998500206, -56.12889939145967 -34.886699877565185, -56.13026960065699 -34.88666478516576, -56.12882198741912 -34.88779040817834, -56.136589791435114 -34.88774943767506, -56.13822813174183 -34.88646554449555, -56.144624229844126 -34.887502060559804, -56.151073290270716 -34.88388998317609, -56.15522148814085 -34.879298616012456, -56.14409873269433 -34.872632913570335))",7942.88
HURTO,2021,VILLA ESPAÑOLA,"POLYGON ((-56.14815104924436 -34.8738577702603, -56.152363992057495 -34.86987625818765, -56.1514889187266 -34.86200781806559, -56.153275121859764 -34.857547707076506, -56.15313311195496 -34.8564889310386, -56.15023094981875 -34.857657185432586, -56.14830270674555 -34.85100634135163, -56.144446268594166 -34.85340535575988, -56.14297840824768 -34.85943070652085, -56.14112403856844 -34.85527487992133, -56.13679638335255 -34.857651512278174, -56.13795962660019 -34.85909544861976, -56.133820985530406 -34.86178738525374, -56.13409886037916 -34.8659491523362, -56.13701619946601 -34.86452614411572, -56.13922545275248 -34.86984149313003, -56.14815104924436 -34.8738577702603))",4337.59
HURTO,2021,"VILLA GARCIA, MANGA RURAL","POLYGON ((-56.127405376836805 -34.80409011596156, -56.12010626583178 -34.79892830054786, -56.1178073388009 -34.79394408363227, -56.08802258481017 -34.77918454357539, -56.08266568208828 -34.77839185413881, -56.08288158781185 -34.77674660503427, -56.07661002898968 -34.774321692652364, -56.07562916814384 -34.771954073586166, -56.07053304532349 -34.77263206215784, -56.06930241909213 -34.7684945409999, -56.066366011311835 -34.76601048130513, -56.063016044324044 -34.76901394359248, -56.05929938004506 -34.769465941397065, -56.05471694902132 -34.760046338453684, -56.04990863081007 -34.76151812797445, -56.046493033866774 -34.76035329011925, -56.044786079588114 -34.76275961417544, -56.038721316877954 -34.763899074927444, -56.03454773287849 -34.76966661827837, -56.033290408506666 -34.77419710530639, -56.02934364184848 -34.777156241114646, -56.02945745770185 -34.781398104030856, -56.03300515068064 -34.7821261389959, -56.03270090095595 -34.78442587039729, -56.03688348305333 -34.78410926864347, -56.039498056093564 -34.790949374045994, -56.043041194248445 -34.7922464512439, -56.040860763189094 -34.79600701806811, -56.038184531012675 -34.79630451401717, -56.04189530063606 -34.79894946972687, -56.03991772219749 -34.801390581291976, -56.041654184788804 -34.80300302856439, -56.04046837297322 -34.80565797457054, -56.04646334763734 -34.807171826413644, -56.067098894385815 -34.795124712032035, -56.06963650237318 -34.792033316309215, -56.080219482803344 -34.79774681341449, -56.0756926405885 -34.80357730482503, -56.12155139862782 -34.8252852607587, -56.11962613406839 -34.828048027562154, -56.12350205045815 -34.830474086183784, -56.130522454273354 -34.81520049529857, -56.136497705983665 -34.81650798017203, -56.127405376836805 -34.80409011596156))",2214.55
HURTO,2021,"VILLA MUÑOZ, RETIRO","POLYGON ((-56.173809489766526 -34.88667649512689, -56.17297659241237 -34.894308853240666, -56.18059370411664 -34.89516198251415, -56.18169604431929 -34.889267830054955, -56.18063323912432 -34.88738366851801, -56.184568794990284 -34.88588550429809, -56.181731208642034 -34.88078210392059, -56.17436326838999 -34.88224904085467, -56.173809489766526 -34.88667649512689))",4251.67
HURTO,2022,AGUADA,"POLYGON ((-56.18157261810283 -34.88949445616618, -56.18038827188851 -34.896767415350766, -56.18269234682559 -34.89628780133489, -56.18676404769446 -34.89897651382608, -56.19587544544614 -34.89948029943313, -56.194639728340405 -34.89831340431673, -56.19596294499621 -34.88510967926879, -56.18751874845048 -34.88172138843785, -56.18316232378807 -34.88334257608832, -56.184568794990284 -34.88588550429809, -56.18063323912432 -34.88738366851801, -56.18157261810283 -34.88949445616618))",6199.96
HURTO,2022,AIRES PUROS,"POLYGON ((-56.18456289047116 -34.857703143905916, -56.186290909163006 -34.861058076239985, -56.196212060978226 -34.85732761088783, -56.19699400797496 -34.8543641602399, -56.20008898118781 -34.85363261458554, -56.195588288842956 -34.850924906528725, -56.193240646360714 -34.846754570985176, -56.18791393268182 -34.84681542537078, -56.18563132871169 -34.842254509782514, -56.176039149949524 -34.84792751521866, -56.18456289047116 -34.857703143905916))",2542.53
HURTO,2022,ATAHUALPA,"POLYGON ((-56.186178569655766 -34.869934994684506, -56.183549756756356 -34.87007803647211, -56.183475764152696 -34.87283444578719, -56.18917594534443 -34.87327513685894, -56.196423699933035 -34.8573398642032, -56.186290909163006 -34.861058076239985, -56.186178569655766 -34.869934994684506))",4337.72
HURTO,2022,BARRIO SUR,"POLYGON ((-56.183741580284035 -34.91357462590673, -56.186147437734704 -34.915972374886884, -56.196881285447375 -34.911693585667805, -56.19782146971815 -34.909211191257896, -56.184331531778554 -34.90821532099547, -56.183741580284035 -34.91357462590673))",4468.73
HURTO,2022,BAÑADOS DE CARRASCO,"POLYGON ((-56.11278316749022 -34.834887680834136, -56.10674474828853 -34.83552080890786, -56.10291315890649 -34.83260461161693, -56.1046834111558 -34.83036052004849, -56.09944239307001 -34.827441184664764, -56.09713078925032 -34.828097502557064, -56.07897894208496 -34.82022893249572, -56.081187587806745 -34.81904382130351, -56.0803057730323 -34.817044423496235, -56.0815494210801 -34.81562230340583, -56.08836033364202 -34.811205505550106, -56.0756926405885 -34.80357730482503, -56.080219482803344 -34.79774681341449, -56.06963650237318 -34.792033316309215, -56.067098894385815 -34.795124712032035, -56.04646334763734 -34.807171826413644, -56.0529153028932 -34.81641113939316, -56.05189417347444 -34.82142988470712, -56.05503164184812 -34.82651292529718, -56.0542102101865 -34.851346790699985, -56.05609361397206 -34.85964295219621, -56.05997512445663 -34.86384268826221, -56.06071827351246 -34.86717913674936, -56.070437057131414 -34.87014464252603, -56.080854095816385 -34.86994187323193, -56.094351243307464 -34.872285177567306, -56.0923351882059 -34.8667285753272, -56.098663725308214 -34.866933077372934, -56.095748162832585 -34.860306988798875, -56.099708386123126 -34.857784537549385, -56.10654835366946 -34.85905448582755, -56.114067419418426 -34.85599780159512, -56.11364770165159 -34.85154839807927, -56.11521023415626 -34.85100409403441, -56.11358050231365 -34.846050419199194, -56.111963733185945 -34.84532927071607, -56.12417830588705 -34.84147456274448, -56.11278316749022 -34.834887680834136))",4474.84
HURTO,2022,BELVEDERE,"POLYGON ((-56.232520437363874 -34.84407933609279, -56.231904166203734 -34.84037503235521, -56.228641337302406 -34.84224662035402, -56.227189461376454 -34.840039956214525, -56.221798961161916 -34.841663127407735, -56.22179112365368 -34.8383914194861, -56.21119173427246 -34.84470885408464, -56.21310133243444 -34.84746584927102, -56.21269179455861 -34.850950969970285, -56.21674745283205 -34.8526287352368, -56.22023601864139 -34.85851310495692, -56.22420280441435 -34.856427591070684, -56.22703654699311 -34.85871941422755, -56.23416698319637 -34.85489076348936, -56.233912538639466 -34.85644196848546, -56.238122944511616 -34.85290442102282, -56.23072164900926 -34.84702715227981, -56.23348888014794 -34.84549142767791, -56.232520437363874 -34.84407933609279))",5249.7
HURTO,2022,BRAZO ORIENTAL,"POLYGON ((-56.18228270213508 -34.87087643846057, -56.186178569655766 -34.869934994684506, -56.18679088763132 -34.86437169638247, -56.18346988865715 -34.855331025543755, -56.179393229956816 -34.855165842206375, -56.176068835674656 -34.85781154605377, -56.17389533456455 -34.85662378225151, -56.17461869626777 -34.85875706946443, -56.16941954461845 -34.86273373497719, -56.175469251309075 -34.867218965747085, -56.1735949541763 -34.86911791540751, -56.17455054886969 -34.87023181264479, -56.18228270213508 -34.87087643846057))",4401.77
HURTO,2022,BUCEO,"POLYGON ((-56.14318031374225 -34.89599668557349, -56.136567863309146 -34.89403883501443, -56.13718206892713 -34.89311580795668, -56.132518314179585 -34.890970373856604, -56.13644767858708 -34.88765529588408, -56.12882198741912 -34.88779040817834, -56.13026960065699 -34.88666478516576, -56.12889939145967 -34.886699877565185, -56.12828862056813 -34.88180547292437, -56.11888098058747 -34.88441500510488, -56.12007971213734 -34.888788542108244, -56.1185090354325 -34.88873350122224, -56.11667009370985 -34.89160855646184, -56.11925344601075 -34.89258976749746, -56.11689684146562 -34.89829763131635, -56.12241057422257 -34.901100711809335, -56.12198763610256 -34.90384640116498, -56.12448543761606 -34.90568401053382, -56.13153538364067 -34.90530265366887, -56.13305506385832 -34.90898557990434, -56.12767088710056 -34.909088381254946, -56.12985411161727 -34.91136577842158, -56.134892399464526 -34.91151776512042, -56.138452604174674 -34.90121621804555, -56.13989447515429 -34.90164523244715, -56.141885060530996 -34.89954605664409, -56.14318031374225 -34.89599668557349))",4533.17
HURTO,2022,"CAPURRO, BELLA VISTA","POLYGON ((-56.19369412997647 -34.884211636998565, -56.19596294499621 -34.88510967926879, -56.19577493347163 -34.886854294221806, -56.19841893795972 -34.887115829912595, -56.19997840324618 -34.88294991976206, -56.20202615520236 -34.883711409103924, -56.20248789285208 -34.881784572035514, -56.21290012432973 -34.87502981719807, -56.2254374253981 -34.87265281083426, -56.223027351536544 -34.86957350992423, -56.217241636487195 -34.86790973921068, -56.21602058796923 -34.86402002334903, -56.21111310920829 -34.86782018997076, -56.212189675603014 -34.86550994173809, -56.207474955767985 -34.87169861756332, -56.203636431975234 -34.87066087875105, -56.202232160604446 -34.87222253427701, -56.193936145088415 -34.871614862801216, -56.19369412997647 -34.884211636998565))",3860.34
HURTO,2022,CARRASCO,"POLYGON ((-56.07511442232399 -34.889972545381006, -56.08126300057003 -34.886584008818524, -56.0832604101476 -34.883133560793766, -56.07021342258607 -34.8785859202699, -56.068701001487916 -34.88085821494379, -56.063479611191944 -34.87995427337985, -56.06296114778295 -34.87754966122698, -56.05790094089226 -34.87708611824041, -56.05807412102862 -34.87588785329739, -56.05147778185426 -34.87532465954026, -56.05132568000004 -34.87647796302177, -56.03841270495772 -34.874360322642254, -56.039802137145415 -34.87097806195268, -56.03674128683236 -34.87203304490223, -56.03423546652665 -34.87818682152152, -56.03034395370452 -34.87950124082901, -56.02364900735593 -34.877982408890965, -56.053575387488316 -34.89130524753765, -56.05944401408925 -34.8954233855335, -56.07511442232399 -34.889972545381006))",2705.69
HURTO,2022,CARRASCO NORTE,"POLYGON ((-56.0628208332528 -34.87775854844243, -56.063479611191944 -34.87995427337985, -56.068701001487916 -34.88085821494379, -56.07021342258607 -34.8785859202699, -56.0832604101476 -34.883133560793766, -56.085975970926924 -34.87887243841365, -56.09673552438258 -34.87246212050446, -56.080854095816385 -34.86994187323193, -56.06946656272769 -34.86999477521143, -56.059891937353434 -34.866658076975455, -56.05301663471939 -34.86940167850643, -56.047883900176394 -34.867424625895595, -56.04204075967459 -34.86848321951275, -56.03825678751665 -34.874026221853576, -56.04517583762846 -34.875958812856375, -56.05807412102862 -34.87588785329739, -56.05790094089226 -34.87708611824041, -56.0628208332528 -34.87775854844243))",3691.54
HURTO,2022,"CASABO, PAJAS BLANCAS","POLYGON ((-56.355623174791674 -34.829837771356104, -56.30080855862914 -34.85795361641435, -56.289760697054035 -34.851577307287926, -56.28575869036021 -34.87486505307518, -56.267082878766175 -34.87231736333301, -56.264187256703714 -34.88686891250724, -56.26609742061935 -34.8899554291409, -56.26368584488711 -34.88926366014832, -56.25982497007698 -34.89484571786004, -56.255457854357516 -34.8940920177095, -56.256098959258416 -34.8924157011783, -56.25497163264686 -34.89200486149008, -56.25330199828006 -34.895435407566936, -56.25514707650079 -34.89918190223013, -56.258540421286355 -34.899920528538686, -56.2555659233775 -34.90477224403235, -56.25888941484265 -34.90500830141536, -56.256236212284314 -34.90601883526288, -56.26042322348249 -34.90602359194184, -56.26017903654943 -34.903698289419076, -56.26830383343663 -34.90176373824523, -56.27070114145415 -34.89824401897132, -56.275914246162976 -34.901990497783444, -56.27911763773092 -34.89928093207824, -56.27720449548678 -34.897116524667815, -56.28137330203654 -34.894607657341616, -56.28595039733039 -34.89672641224882, -56.284033406746026 -34.89975767715107, -56.28462350569136 -34.90013817279461, -56.28921241153261 -34.899654010708566, -56.28953375734157 -34.89818023219383, -56.28756756387535 -34.89714756812808, -56.2890802367 -34.89517463057757, -56.29329635622015 -34.89588412509535, -56.29692691012585 -34.89312689729142, -56.302497829829534 -34.89403415407132, -56.30738612418137 -34.89820705947878, -56.30958748386725 -34.897324133418266, -56.31146514783827 -34.900967708216015, -56.30857150279286 -34.9029693917896, -56.310771849190196 -34.9033512215462, -56.31088341096541 -34.90545934222021, -56.31575635910396 -34.90488592714632, -56.315694190162596 -34.90262647094807, -56.31387686413908 -34.90183253297829, -56.316650772920795 -34.898191439796534, -56.3215961993475 -34.89436182139106, -56.32478853905213 -34.893934616904104, -56.32555785580847 -34.891819012499404, -56.33242377006952 -34.890971206931056, -56.33141498314561 -34.888409843053466, -56.33411190735178 -34.88582557277911, -56.33232158262146 -34.881736577919526, -56.33527424999826 -34.87874841019641, -56.33422699410038 -34.87814032379836, -56.33596163463683 -34.87428333390105, -56.33875197749409 -34.87406089871602, -56.34122085361733 -34.87020284698949, -56.34819418327524 -34.870102055842246, -56.35138115284126 -34.86651210978488, -56.35200683278029 -34.86895537217878, -56.35366699258866 -34.86904267762467, -56.35196771904019 -34.8706668673595, -56.354074135889554 -34.86889224417008, -56.35559877511574 -34.87005313553441, -56.35628987832482 -34.869396727933115, -56.35249980365055 -34.86436511136537, -56.35285251879488 -34.855705620153905, -56.34866439925248 -34.85189310264488, -56.36556303416954 -34.84335245788978, -56.355623174791674 -34.829837771356104))",1831.1
HURTO,2022,CASAVALLE,"POLYGON ((-56.168093205498295 -34.82364419330026, -56.15581775685905 -34.82165959656583, -56.155315063910095 -34.82367709079924, -56.14795447501404 -34.8231201553096, -56.147525373233904 -34.8246657340012, -56.148788558023966 -34.824752725531624, -56.14820278259125 -34.828026260444034, -56.15461224723446 -34.82866644432765, -56.151737265414496 -34.83379534237396, -56.162461833015165 -34.83490355724206, -56.163036471037366 -34.83801187027868, -56.16839317696105 -34.83889461886805, -56.16835528683439 -34.835523178648145, -56.17043918380582 -34.835738777986776, -56.16997442411735 -34.83822336601912, -56.176039149949524 -34.84792751521866, -56.18563132871169 -34.842254509782514, -56.18141540785882 -34.83786772927479, -56.18353921816215 -34.83341658037001, -56.18210681485177 -34.82992495631678, -56.18347077744886 -34.82751472996801, -56.167687689789936 -34.81195373142938, -56.169067889927796 -34.820765736005725, -56.168093205498295 -34.82364419330026))",2943.59
HURTO,2022,"CASTRO, P. CASTELLANOS","POLYGON ((-56.1618138796716 -34.8540599568777, -56.16063659669408 -34.85021850221792, -56.15897782217093 -34.85057007264062, -56.155639422743015 -34.84648001082051, -56.14830270674555 -34.85100634135163, -56.15023094981875 -34.857657185432586, -56.15313311195496 -34.8564889310386, -56.15604897701298 -34.86194419787621, -56.16389758748162 -34.866951334586126, -56.16862274900415 -34.86273012540341, -56.1618138796716 -34.8540599568777))",3037.38
HURTO,2022,CENTRO,"POLYGON ((-56.18454440372493 -34.90636659320708, -56.184331531778554 -34.90821532099547, -56.19782146971815 -34.909211191257896, -56.20031297213715 -34.901072751484094, -56.18676404769446 -34.89897651382608, -56.18454440372493 -34.90636659320708))",11103.94
HURTO,2022,CERRITO,"POLYGON ((-56.174125526613814 -34.84699177477865, -56.16063659669408 -34.85021850221792, -56.16167459086177 -34.853885266375784, -56.16862274900415 -34.86273012540341, -56.17461869626777 -34.85875706946443, -56.17389533456455 -34.85662378225151, -56.176068835674656 -34.85781154605377, -56.18293012320296 -34.85461592174642, -56.174125526613814 -34.84699177477865))",3746.95
HURTO,2022,CERRO,"POLYGON ((-56.24470611849818 -34.89058301423013, -56.24144395106968 -34.893764093404435, -56.242166390990704 -34.89521811690386, -56.243045722474854 -34.895343944744226, -56.24432191370268 -34.89209452895158, -56.24482148111216 -34.89610466250653, -56.253264151553516 -34.89672707763401, -56.25497163264686 -34.89200486149008, -56.256098959258416 -34.8924157011783, -56.255457854357516 -34.8940920177095, -56.26055608178285 -34.8945151372086, -56.26368584488711 -34.88926366014832, -56.26609742061935 -34.8899554291409, -56.264187256703714 -34.88686891250724, -56.267082057277676 -34.87232138330598, -56.26292112879318 -34.874065633567206, -56.24732237361886 -34.87159729790315, -56.24418034716748 -34.8727251014514, -56.24241688703397 -34.87615986747193, -56.24784272160703 -34.8786951318344, -56.246733390663344 -34.88182174831141, -56.24382563519991 -34.883274335853656, -56.2450531974957 -34.886232691073786, -56.24478563876478 -34.88809756515482, -56.243333983214775 -34.88812538763827, -56.244953532149324 -34.88841015549356, -56.243056691580485 -34.88865965674844, -56.24470611849818 -34.89058301423013))",3677.53
HURTO,2022,CIUDAD VIEJA,"POLYGON ((-56.1993400536014 -34.905494774893725, -56.19766098500361 -34.910950181139356, -56.1952390957158 -34.912623323192136, -56.19967739125688 -34.91259988809806, -56.20133015938465 -34.91065378366396, -56.210130173709054 -34.91243440378432, -56.214910015638665 -34.91084618638076, -56.22293248866259 -34.91338064761296, -56.216829439682876 -34.911392838131, -56.21684895184435 -34.90562548034833, -56.21962225877638 -34.904336989173764, -56.21698731320084 -34.90302456565671, -56.21313486472789 -34.904609222905016, -56.21469466915896 -34.901400062859025, -56.21152973191982 -34.90296004071286, -56.20647220195551 -34.90141581098074, -56.20898571157008 -34.89966862824719, -56.207490600503036 -34.89905114646272, -56.20458167529586 -34.9008400323703, -56.19791444846038 -34.89903309181303, -56.19771398578014 -34.892676857482876, -56.199291566527556 -34.89308504859236, -56.19777405966164 -34.891634772657476, -56.20175036776851 -34.89303720856123, -56.200356531621885 -34.891418601986395, -56.20155870656482 -34.89105157676059, -56.19823863222497 -34.89046884288757, -56.199089015663915 -34.887157702748716, -56.19593352489408 -34.886942151284906, -56.194720873161145 -34.89876281776421, -56.20031297213715 -34.901072751484094, -56.1993400536014 -34.905494774893725))",9444.7
HURTO,2022,COLON CENTRO Y NOROESTE,"POLYGON ((-56.23592313889082 -34.78700558503159, -56.235264856064184 -34.784326036453116, -56.230220374009086 -34.78110550347002, -56.2353272243405 -34.77971732724772, -56.22562430113373 -34.776791522258804, -56.224004079216336 -34.78650338569331, -56.22249656779779 -34.78670547025469, -56.220145444149985 -34.81963618757893, -56.230420793973565 -34.81344945461909, -56.233545999605916 -34.816804399709845, -56.2408518343355 -34.812807999941676, -56.23752812188758 -34.80705187031699, -56.23947090225246 -34.80676178898048, -56.24229466818488 -34.801308161236285, -56.23924488842263 -34.79960582443809, -56.23592313889082 -34.78700558503159))",4139.84
HURTO,2022,"COLON SURESTE, ABAYUBA","POLYGON ((-56.2201331811013 -34.80966115606656, -56.22249656779779 -34.78670547025469, -56.224004079216336 -34.78650338569331, -56.22772550168793 -34.76769641824607, -56.22114661866336 -34.765195278730864, -56.220948630515714 -34.762187783719384, -56.21808439980442 -34.75973761024436, -56.21947177806918 -34.75681575197179, -56.21215648745296 -34.746716101363134, -56.21200670720573 -34.743197777469526, -56.2082924452091 -34.74104086751965, -56.20319149775311 -34.730418148378746, -56.19327484442647 -34.72496446242197, -56.19165014901787 -34.72134415346907, -56.184428112268854 -34.72217900764541, -56.17489112885316 -34.719575663046, -56.1717742104099 -34.72945033370562, -56.16903773948756 -34.730949374337996, -56.16744989478249 -34.73506684352704, -56.16718565940557 -34.732131840009636, -56.1658397621672 -34.735526018735285, -56.167972586718584 -34.73645572183971, -56.16876165199307 -34.741484021729335, -56.1716789698619 -34.74533834283474, -56.171776431792175 -34.74971892201159, -56.17540160305245 -34.75149353055597, -56.176654354962 -34.755344036360384, -56.17932582103876 -34.756318658998225, -56.178315160648665 -34.76222173002977, -56.186305990474125 -34.76426379650903, -56.19039407505397 -34.76332928789233, -56.19393580453118 -34.767379043121466, -56.18821715131702 -34.77258289354703, -56.190846251586315 -34.77653006253647, -56.19152803111413 -34.789276502868724, -56.18475356088812 -34.796294995818556, -56.18664398838204 -34.80085078535583, -56.18438117071197 -34.80475873411839, -56.190222680619804 -34.802231137238635, -56.19462903079571 -34.80236948191984, -56.19971708650292 -34.80627444914475, -56.20090782726508 -34.807587006063976, -56.192423522942185 -34.81149888351933, -56.19624683680634 -34.81655282329878, -56.20921627547781 -34.80915024559994, -56.21299635496155 -34.81707115728357, -56.21984746485546 -34.81283418960224, -56.2201331811013 -34.80966115606656))",2553.19
HURTO,2022,CONCILIACION,"POLYGON ((-56.25723483928597 -34.817463697784476, -56.24960705937217 -34.81642230265262, -56.2445723495101 -34.818571837889635, -56.241882112085804 -34.81681803340778, -56.2408518343355 -34.812807999941676, -56.233545999605916 -34.816804399709845, -56.230420793973565 -34.81344945461909, -56.22125571118961 -34.818974859071304, -56.223589451425845 -34.82154560487073, -56.22114115544361 -34.822999948246185, -56.22355141180784 -34.82547130278698, -56.220085873736956 -34.827496390754916, -56.22170727937556 -34.83844649861346, -56.245031471343694 -34.82466509819168, -56.2460093988214 -34.825810952705396, -56.244402584973535 -34.826473615096624, -56.2465806402373 -34.82641057283051, -56.24859801171735 -34.82868910354553, -56.25535091495884 -34.82401151660454, -56.25951303480391 -34.827431330290025, -56.26236439198845 -34.823745779557136, -56.259227587591475 -34.82326373095234, -56.25723483928597 -34.817463697784476))",2929.6
HURTO,2022,CORDON,"POLYGON ((-56.18567320798615 -34.90264325400451, -56.18631935903528 -34.89817056732549, -56.18038827188851 -34.896767415350766, -56.179626994652914 -34.894607918265734, -56.17158107770972 -34.89327855689047, -56.1691178740392 -34.902183500231075, -56.16403857951702 -34.902273886845755, -56.16343487150268 -34.90769730550828, -56.177461612118485 -34.90664502948925, -56.17739583069332 -34.90772747773551, -56.184331531778554 -34.90821532099547, -56.18567320798615 -34.90264325400451))",6417.96
